Sample #,Unique Soil ID,Set,Set ID,Soil ID,Rep,Soil.mass,SOC.mass.class,SOC.mass,mmol.Mn.reduced,mmol.C.oxidized,POXC,POXC.max.theoretical,Detectable,SOC.pct,pH,Clay.pct
438,49,NRCS,17,NRCS-17,c,0.41,25mg,25.01,0.091,0.0682,1996.52,8780.487805,1,6.1,6.4,30.6
439,50,NRCS,18,NRCS-18,a,2.5,std,95,0.2425,0.1819,873.05,1440,1,3.8,4.8,23.3
440,50,NRCS,18,NRCS-18,b,2.5,std,95,0.2463,0.1847,886.77,1440,1,3.8,4.8,23.3
441,50,NRCS,18,NRCS-18,c,2.5,std,95,0.2435,0.1826,876.48,1440,1,3.8,4.8,23.3
442,50,NRCS,18,NRCS-18,a,0.39,15mg,14.82,0.049,0.0368,1131.04,9230.769231,1,3.8,4.8,23.3
443,50,NRCS,18,NRCS-18,b,0.39,15mg,14.82,0.0414,0.031,955.06,9230.769231,1,3.8,4.8,23.3
444,50,NRCS,18,NRCS-18,c,0.39,15mg,14.82,0.0423,0.0318,977.06,9230.769231,1,3.8,4.8,23.3
445,50,NRCS,18,NRCS-18,a,0.65,25mg,24.7,0.0843,0.0632,1166.96,5538.461538,1,3.8,4.8,23.3
446,50,NRCS,18,NRCS-18,b,0.65,25mg,24.7,0.0805,0.0604,1114.16,5538.461538,1,3.8,4.8,23.3
447,50,NRCS,18,NRCS-18,c,0.65,25mg,24.7,0.0862,0.0646,1193.35,5538.461538,1,3.8,4.8,23.3
448,51,NRCS,19,NRCS-19,a,2.5,std,70,0.1941,0.1456,698.89,1440,1,2.8,4.6,24.2
449,51,NRCS,19,NRCS-19,b,2.5,std,70,0.1875,0.1406,675.05,1440,1,2.8,4.6,24.2
450,51,NRCS,19,NRCS-19,c,2.5,std,70,0.1837,0.1378,661.42,1440,1,2.8,4.6,24.2
451,51,NRCS,19,NRCS-19,a,0.53,15mg,14.84,0.056,0.042,951.29,6792.45283,1,2.8,4.6,24.2
452,51,NRCS,19,NRCS-19,b,0.53,15mg,14.84,0.0522,0.0392,887.03,6792.45283,1,2.8,4.6,24.2
453,51,NRCS,19,NRCS-19,c,0.53,15mg,14.84,0.0494,0.037,838.84,6792.45283,1,2.8,4.6,24.2
454,51,NRCS,19,NRCS-19,a,0.89,25mg,24.92,0.0835,0.0626,843.92,4044.94382,1,2.8,4.6,24.2
455,51,NRCS,19,NRCS-19,b,0.89,25mg,24.92,0.0778,0.0583,786.52,4044.94382,1,2.8,4.6,24.2
456,51,NRCS,19,NRCS-19,c,0.89,25mg,24.92,0.0825,0.0619,834.35,4044.94382,1,2.8,4.6,24.2
457,52,NRCS,20,NRCS-20,a,2.5,std,80,0.2074,0.1555,746.56,1440,1,3.2,4.6,22.9
458,52,NRCS,20,NRCS-20,b,2.5,std,80,0.2149,0.1612,773.81,1440,1,3.2,4.6,22.9
459,52,NRCS,20,NRCS-20,c,2.5,std,80,0.214,0.1605,770.4,1440,1,3.2,4.6,22.9
460,52,NRCS,20,NRCS-20,a,0.46,15mg,14.72,0.0485,0.0363,947.98,7826.086957,1,3.2,4.6,22.9
461,52,NRCS,20,NRCS-20,b,0.46,15mg,14.72,0.0437,0.0328,855.44,7826.086957,1,3.2,4.6,22.9
462,52,NRCS,20,NRCS-20,c,0.46,15mg,14.72,0.0466,0.0349,910.96,7826.086957,1,3.2,4.6,22.9
463,53,NRCS,21,NRCS-21,a,2.5,std,242.5,0.2282,0.1711,821.49,1440,1,9.7,5.5,21.2
464,53,NRCS,21,NRCS-21,b,2.5,std,242.5,0.2074,0.1555,746.56,1440,1,9.7,5.5,21.2
465,53,NRCS,21,NRCS-21,c,2.5,std,242.5,0.2178,0.1633,784.02,1440,1,9.7,5.5,21.2
466,53,NRCS,21,NRCS-21,a,0.15,15mg,14.55,0.0579,0.0434,3474.74,24000,1,9.7,5.5,21.2
467,53,NRCS,21,NRCS-21,b,0.15,15mg,14.55,0.057,0.0427,3417.98,24000,1,9.7,5.5,21.2
468,53,NRCS,21,NRCS-21,c,0.15,15mg,14.55,0.0503,0.0378,3020.66,24000,1,9.7,5.5,21.2
469,53,NRCS,21,NRCS-21,a,0.25,25mg,24.25,0.109,0.0817,3923.85,14400,1,9.7,5.5,21.2
470,53,NRCS,21,NRCS-21,b,0.25,25mg,24.25,0.1109,0.0832,3991.96,14400,1,9.7,5.5,21.2
471,53,NRCS,21,NRCS-21,c,0.25,25mg,24.25,0.1194,0.0896,4298.46,14400,1,9.7,5.5,21.2
472,54,NRCS,22,NRCS-22,a,2.5,std,115,0.2443,0.1832,879.38,1440,1,4.6,6,17.7
473,54,NRCS,22,NRCS-22,b,2.5,std,115,0.2443,0.1832,879.38,1440,1,4.6,6,17.7
474,54,NRCS,22,NRCS-22,c,2.5,std,115,0.2433,0.1825,875.97,1440,1,4.6,6,17.7
475,54,NRCS,22,NRCS-22,a,0.32,15mg,14.72,0.0286,0.0214,804,11250,1,4.6,6,17.7
476,54,NRCS,22,NRCS-22,b,0.32,15mg,14.72,0.0314,0.0236,883.82,11250,1,4.6,6,17.7
477,54,NRCS,22,NRCS-22,c,0.32,15mg,14.72,0.0333,0.025,937.03,11250,1,4.6,6,17.7
478,54,NRCS,22,NRCS-22,a,0.54,25mg,24.84,0.0532,0.0399,886.37,6666.666667,1,4.6,6,17.7
479,54,NRCS,22,NRCS-22,b,0.54,25mg,24.84,0.0513,0.0385,854.84,6666.666667,1,4.6,6,17.7
480,54,NRCS,22,NRCS-22,c,0.54,25mg,24.84,0.0447,0.0335,744.47,6666.666667,1,4.6,6,17.7
481,55,NRCS,23,NRCS-23,a,2.5,std,60,0.1762,0.1321,634.18,1440,1,2.4,5.5,27.4
482,55,NRCS,23,NRCS-23,b,2.5,std,60,0.1686,0.1264,606.94,1440,1,2.4,5.5,27.4
483,55,NRCS,23,NRCS-23,c,2.5,std,60,0.1866,0.1399,671.64,1440,1,2.4,5.5,27.4
484,55,NRCS,23,NRCS-23,a,0.62,15mg,14.88,0.0455,0.0341,659.83,5806.451613,1,2.4,5.5,27.4
485,55,NRCS,23,NRCS-23,b,0.62,15mg,14.88,0.0398,0.0299,578.06,5806.451613,1,2.4,5.5,27.4
486,55,NRCS,23,NRCS-23,c,0.62,15mg,14.88,0.0389,0.0292,564.43,5806.451613,1,2.4,5.5,27.4
487,55,NRCS,23,NRCS-23,a,1.04,25mg,24.96,0.0727,0.0545,628.99,3461.538462,1,2.4,5.5,27.4
488,55,NRCS,23,NRCS-23,b,1.04,25mg,24.96,0.0633,0.0475,547.74,3461.538462,1,2.4,5.5,27.4
489,55,NRCS,23,NRCS-23,c,1.04,25mg,24.96,0.0689,0.0517,596.49,3461.538462,1,2.4,5.5,27.4
490,56,NRCS,24,NRCS-24,a,2.5,std,47.5,0.1534,0.1151,552.35,1440,1,1.9,6.2,24.3
491,56,NRCS,24,NRCS-24,b,2.5,std,47.5,0.1516,0.1137,545.59,1440,1,1.9,6.2,24.3
492,56,NRCS,24,NRCS-24,c,2.5,std,47.5,0.1591,0.1193,572.63,1440,1,1.9,6.2,24.3
493,56,NRCS,24,NRCS-24,a,0.78,15mg,14.82,0.0492,0.0369,567.82,4615.384615,1,1.9,6.2,24.3
494,56,NRCS,24,NRCS-24,b,0.78,15mg,14.82,0.0436,0.0327,502.82,4615.384615,1,1.9,6.2,24.3
495,56,NRCS,24,NRCS-24,c,0.78,15mg,14.82,0.0379,0.0285,437.81,4615.384615,1,1.9,6.2,24.3
496,56,NRCS,24,NRCS-24,a,1.31,25mg,24.89,0.0755,0.0566,518.7,2748.091603,1,1.9,6.2,24.3
497,56,NRCS,24,NRCS-24,b,1.31,25mg,24.89,0.083,0.0623,570.31,2748.091603,1,1.9,6.2,24.3
498,56,NRCS,24,NRCS-24,c,1.31,25mg,24.89,0.0896,0.0672,615.46,2748.091603,1,1.9,6.2,24.3
499,57,NRCS,25,NRCS-25,a,2.5,std,720,0.1713,0.1285,616.57,1440,1,28.8,5.5,14.9
500,57,NRCS,25,NRCS-25,b,2.5,std,720,0.1938,0.1454,697.69,1440,1,28.8,5.5,14.9
501,57,NRCS,25,NRCS-25,c,2.5,std,720,0.1797,0.1348,646.99,1440,1,28.8,5.5,14.9
502,57,NRCS,25,NRCS-25,a,0.05,15mg,14.4,0.0079,0.0059,1421.76,72000,1,28.8,5.5,14.9
503,57,NRCS,25,NRCS-25,b,0.05,15mg,14.4,0.0163,0.0123,2942.8,72000,1,28.8,5.5,14.9
504,57,NRCS,25,NRCS-25,c,0.05,15mg,14.4,0.0117,0.0087,2097.78,72000,1,28.8,5.5,14.9
505,57,NRCS,25,NRCS-25,a,0.08,25mg,23.04,0.0239,0.0179,2684.27,45000,1,28.8,5.5,14.9
506,57,NRCS,25,NRCS-25,b,0.08,25mg,23.04,0.022,0.0165,2473.01,45000,1,28.8,5.5,14.9
507,57,NRCS,25,NRCS-25,c,0.08,25mg,23.04,0.0314,0.0235,3529.29,45000,1,28.8,5.5,14.9
508,58,NRCS,26,NRCS-26,a,2.5,std,35,0.1131,0.0848,407,1440,1,1.4,5.4,22.7
509,58,NRCS,26,NRCS-26,b,2.5,std,35,0.13,0.0975,467.85,1440,1,1.4,5.4,22.7
510,58,NRCS,26,NRCS-26,c,2.5,std,35,0.1281,0.0961,461.09,1440,1,1.4,5.4,22.7
511,58,NRCS,26,NRCS-26,a,1.07,15mg,14.98,0.0539,0.0404,453.41,3364.485981,1,1.4,5.4,22.7
512,58,NRCS,26,NRCS-26,b,1.07,15mg,14.98,0.0558,0.0418,469.2,3364.485981,1,1.4,5.4,22.7
513,58,NRCS,26,NRCS-26,c,1.07,15mg,14.98,0.0445,0.0334,374.44,3364.485981,1,1.4,5.4,22.7
514,58,NRCS,26,NRCS-26,a,1.78,25mg,24.92,0.084,0.063,424.47,2022.47191,1,1.4,5.4,22.7
515,58,NRCS,26,NRCS-26,b,1.78,25mg,24.92,0.0868,0.0651,438.71,2022.47191,1,1.4,5.4,22.7
516,58,NRCS,26,NRCS-26,c,1.78,25mg,24.92,0.0915,0.0686,462.45,2022.47191,1,1.4,5.4,22.7
517,59,NRCS,27,NRCS-27,a,2.5,std,20,0.0811,0.0609,292.08,1440,1,0.8,6.8,23.1
518,59,NRCS,27,NRCS-27,b,2.5,std,20,0.0858,0.0644,308.98,1440,1,0.8,6.8,23.1
519,59,NRCS,27,NRCS-27,c,2.5,std,20,0.0886,0.0665,319.12,1440,1,0.8,6.8,23.1
520,59,NRCS,27,NRCS-27,a,1.87,15mg,14.96,0.0595,0.0447,286.55,1925.13369,1,0.8,6.8,23.1
521,59,NRCS,27,NRCS-27,b,1.87,15mg,14.96,0.0586,0.0439,282.03,1925.13369,1,0.8,6.8,23.1
522,59,NRCS,27,NRCS-27,c,1.87,15mg,14.96,0.052,0.039,250.4,1925.13369,1,0.8,6.8,23.1
523,59,NRCS,27,NRCS-27,a,3.12,25mg,24.96,0.0934,0.07,269.38,1153.846154,1,0.8,6.8,23.1
524,59,NRCS,27,NRCS-27,b,3.12,25mg,24.96,0.0893,0.067,257.62,1153.846154,1,0.8,6.8,23.1
525,59,NRCS,27,NRCS-27,c,3.12,25mg,24.96,0.0975,0.0731,281.14,1153.846154,1,0.8,6.8,23.1
526,60,NRCS,29,NRCS-29,a,2.5,std,22.5,0.0985,0.0739,354.53,1440,1,0.9,5.2,3.6
527,60,NRCS,29,NRCS-29,b,2.5,std,22.5,0.1107,0.083,398.56,1440,1,0.9,5.2,3.6
528,60,NRCS,29,NRCS-29,c,2.5,std,22.5,0.1066,0.08,383.88,1440,1,0.9,5.2,3.6
529,60,NRCS,29,NRCS-29,a,1.07,15mg,9.63,0.0394,0.0295,331.09,3364.485981,1,0.9,5.2,3.6
530,60,NRCS,29,NRCS-29,b,1.07,15mg,9.63,0.0414,0.0311,348.24,3364.485981,1,0.9,5.2,3.6
531,60,NRCS,29,NRCS-29,c,1.07,15mg,9.63,0.0383,0.0288,322.52,3364.485981,1,0.9,5.2,3.6
532,60,NRCS,29,NRCS-29,a,1.78,25mg,16.02,0.072,0.054,363.94,2022.47191,1,0.9,5.2,3.6
533,60,NRCS,29,NRCS-29,b,1.78,25mg,16.02,0.071,0.0532,358.79,2022.47191,1,0.9,5.2,3.6
534,60,NRCS,29,NRCS-29,c,1.78,25mg,16.02,0.0608,0.0456,307.25,2022.47191,1,0.9,5.2,3.6
535,61,NRCS,30,NRCS-30,a,2.5,std,60,0.0506,0.0379,182.07,1440,1,2.4,4.8,5.1
536,61,NRCS,30,NRCS-30,b,2.5,std,60,0.0547,0.041,196.75,1440,1,2.4,4.8,5.1
537,61,NRCS,30,NRCS-30,c,2.5,std,60,0.0496,0.0372,178.4,1440,1,2.4,4.8,5.1
538,61,NRCS,30,NRCS-30,a,1.87,15mg,44.88,0.0404,0.0303,194.35,1925.13369,1,2.4,4.8,5.1
539,61,NRCS,30,NRCS-30,b,1.87,15mg,44.88,0.0322,0.0242,155.11,1925.13369,1,2.4,4.8,5.1
540,61,NRCS,30,NRCS-30,c,1.87,15mg,44.88,0.0394,0.0295,189.45,1925.13369,1,2.4,4.8,5.1
541,61,NRCS,30,NRCS-30,a,3.12,25mg,74.88,0.0648,0.0486,187.05,1153.846154,1,2.4,4.8,5.1
542,61,NRCS,30,NRCS-30,b,3.12,25mg,74.88,0.0669,0.0502,192.93,1153.846154,1,2.4,4.8,5.1
543,61,NRCS,30,NRCS-30,c,3.12,25mg,74.88,0.072,0.054,207.63,1153.846154,1,2.4,4.8,5.1
544,62,NRCS,31,NRCS-31,a,2.5,std,155,0.1301,0.0976,468.28,1440,1,6.2,4.3,4
545,62,NRCS,31,NRCS-31,b,2.5,std,155,0.1229,0.0922,442.6,1440,1,6.2,4.3,4
546,62,NRCS,31,NRCS-31,c,2.5,std,155,0.1331,0.0999,479.29,1440,1,6.2,4.3,4
547,62,NRCS,31,NRCS-31,a,0.45,15mg,27.9,0.02,0.015,399.93,8000,1,6.2,4.3,4
548,62,NRCS,31,NRCS-31,b,0.45,15mg,27.9,0.0139,0.0104,277.62,8000,1,6.2,4.3,4
549,62,NRCS,31,NRCS-31,c,0.45,15mg,27.9,0.0129,0.0096,257.23,8000,1,6.2,4.3,4
550,62,NRCS,31,NRCS-31,a,0.75,25mg,46.5,0.0465,0.0349,557.97,4800,1,6.2,4.3,4
551,62,NRCS,31,NRCS-31,b,0.75,25mg,46.5,0.0496,0.0372,594.67,4800,1,6.2,4.3,4
552,62,NRCS,31,NRCS-31,c,0.75,25mg,46.5,0.0526,0.0395,631.36,4800,1,6.2,4.3,4
553,63,NRCS,32,NRCS-32,a,2.5,std,7.5,0.0016,0.0012,5.94,1440,1,0.3,8.3,13.6
554,63,NRCS,32,NRCS-32,b,2.5,std,7.5,0.0027,0.002,9.61,1440,1,0.3,8.3,13.6
555,63,NRCS,32,NRCS-32,c,2.5,std,7.5,0.0047,0.0035,16.95,1440,1,0.3,8.3,13.6
556,63,NRCS,32,NRCS-32,a,1.66,15mg,4.98,0,-0.0072,,2168.674699,1,0.3,8.3,13.6
557,63,NRCS,32,NRCS-32,b,1.66,15mg,4.98,0,-0.0011,,2168.674699,1,0.3,8.3,13.6
558,63,NRCS,32,NRCS-32,c,1.66,15mg,4.98,0,-0.0026,,2168.674699,1,0.3,8.3,13.6
559,63,NRCS,32,NRCS-32,a,2.77,25mg,8.31,0.0067,0.0051,21.92,1299.638989,1,0.3,8.3,13.6
560,63,NRCS,32,NRCS-32,b,2.77,25mg,8.31,0.0078,0.0058,25.23,1299.638989,1,0.3,8.3,13.6
561,63,NRCS,32,NRCS-32,c,2.77,25mg,8.31,0.0098,0.0074,31.85,1299.638989,1,0.3,8.3,13.6
562,64,NRCS,33,NRCS-33,a,2.5,std,92.5,0.0332,0.0249,119.69,1440,1,3.7,5.2,14.8
563,64,NRCS,33,NRCS-33,b,2.5,std,92.5,0.0383,0.0288,138.04,1440,1,3.7,5.2,14.8
564,64,NRCS,33,NRCS-33,c,2.5,std,92.5,0.0292,0.0219,105.01,1440,1,3.7,5.2,14.8
565,64,NRCS,33,NRCS-33,a,0.62,15mg,22.94,0.0014,0.0011,20.88,5806.451613,1,3.7,5.2,14.8
566,64,NRCS,33,NRCS-33,b,0.62,15mg,22.94,0.0055,0.0041,79.77,5806.451613,1,3.7,5.2,14.8
567,64,NRCS,33,NRCS-33,c,0.62,15mg,22.94,0.0035,0.0026,50.33,5806.451613,1,3.7,5.2,14.8
568,64,NRCS,33,NRCS-33,a,1.04,25mg,38.48,0.0035,0.0026,30,3461.538462,1,3.7,5.2,14.8
569,64,NRCS,33,NRCS-33,b,1.04,25mg,38.48,0.0025,0.0018,21.23,3461.538462,1,3.7,5.2,14.8
570,64,NRCS,33,NRCS-33,c,1.04,25mg,38.48,0.0035,0.0026,30,3461.538462,1,3.7,5.2,14.8
571,65,NRCS,34,NRCS-34,a,2.5,std,112.5,0.3047,0.2285,1096.76,1440,1,4.5,5.4,7.4
572,65,NRCS,34,NRCS-34,b,2.5,std,112.5,0.3239,0.2429,1166.12,1440,1,4.5,5.4,7.4
573,65,NRCS,34,NRCS-34,c,2.5,std,112.5,0.3158,0.2369,1136.92,1440,1,4.5,5.4,7.4
574,65,NRCS,34,NRCS-34,a,0.24,15mg,10.8,0.0481,0.0361,1803.28,15000,1,4.5,5.4,7.4
575,65,NRCS,34,NRCS-34,b,0.24,15mg,10.8,0.0491,0.0368,1841.31,15000,1,4.5,5.4,7.4
576,65,NRCS,34,NRCS-34,c,0.24,15mg,10.8,0.043,0.0323,1613.13,15000,1,4.5,5.4,7.4
577,65,NRCS,34,NRCS-34,a,0.4,25mg,18,0.0846,0.0634,1903.39,9000,1,4.5,5.4,7.4
578,65,NRCS,34,NRCS-34,b,0.4,25mg,18,0.0836,0.0627,1880.57,9000,1,4.5,5.4,7.4
579,65,NRCS,34,NRCS-34,c,0.4,25mg,18,0.0765,0.0574,1720.85,9000,1,4.5,5.4,7.4
580,66,NRCS,35,NRCS-35,a,2.5,std,30,0.0156,0.0117,56.29,1440,1,1.2,6.8,34.4
581,66,NRCS,35,NRCS-35,b,2.5,std,30,0.0237,0.0178,85.5,1440,1,1.2,6.8,34.4
582,66,NRCS,35,NRCS-35,c,2.5,std,30,0.0187,0.014,67.24,1440,1,1.2,6.8,34.4
583,66,NRCS,35,NRCS-35,a,5,15mg,60,0.0379,0.0285,68.3,720,1,1.2,6.8,34.4
584,66,NRCS,35,NRCS-35,b,5,15mg,60,0.0359,0.0269,64.65,720,1,1.2,6.8,34.4
585,66,NRCS,35,NRCS-35,c,5,15mg,60,0.04,0.03,71.95,720,1,1.2,6.8,34.4
586,66,NRCS,35,NRCS-35,a,8.33,25mg,99.96,0.0633,0.0475,68.39,432.1728691,1,1.2,6.8,34.4
587,66,NRCS,35,NRCS-35,b,8.33,25mg,99.96,0.0613,0.046,66.2,432.1728691,1,1.2,6.8,34.4
588,66,NRCS,35,NRCS-35,c,8.33,25mg,99.96,0.0704,0.0528,76.06,432.1728691,1,1.2,6.8,34.4
589,67,NRCS,36,NRCS-36,a,2.5,std,30,0.0663,0.0498,238.83,1440,1,1.2,6.3,12.9
590,67,NRCS,36,NRCS-36,b,2.5,std,30,0.0674,0.0505,242.48,1440,1,1.2,6.3,12.9
591,67,NRCS,36,NRCS-36,c,2.5,std,30,0.0592,0.0444,213.27,1440,1,1.2,6.3,12.9
592,67,NRCS,36,NRCS-36,a,0.4,15mg,4.8,0,0,,9000,1,1.2,6.3,12.9
593,67,NRCS,36,NRCS-36,b,0.4,15mg,4.8,0,0,,9000,1,1.2,6.3,12.9
594,67,NRCS,36,NRCS-36,c,0.4,15mg,4.8,0,0,,9000,1,1.2,6.3,12.9
595,67,NRCS,36,NRCS-36,a,0.67,25mg,8.04,0,0,,5373.134328,1,1.2,6.3,12.9
596,67,NRCS,36,NRCS-36,b,0.67,25mg,8.04,0,0,,5373.134328,1,1.2,6.3,12.9
597,67,NRCS,36,NRCS-36,c,0.67,25mg,8.04,0,0,,5373.134328,1,1.2,6.3,12.9
598,68,NRCS,37,NRCS-37,a,2.5,std,70,0.0887,0.0665,319.15,1440,1,2.8,4.7,47
599,68,NRCS,37,NRCS-37,b,2.5,std,70,0.0856,0.0642,308.19,1440,1,2.8,4.7,47
600,68,NRCS,37,NRCS-37,c,2.5,std,70,0.0816,0.0612,293.59,1440,1,2.8,4.7,47
601,68,NRCS,37,NRCS-37,a,0.33,15mg,9.24,0,0,,10909.09091,1,2.8,4.7,47
602,68,NRCS,37,NRCS-37,b,0.33,15mg,9.24,0,0,,10909.09091,1,2.8,4.7,47
603,68,NRCS,37,NRCS-37,c,0.33,15mg,9.24,0,0,,10909.09091,1,2.8,4.7,47
604,68,NRCS,37,NRCS-37,a,0.55,25mg,15.4,0.4597,0.3448,7522.59,6545.454545,0,2.8,4.7,47
605,68,NRCS,37,NRCS-37,b,0.55,25mg,15.4,0.4597,0.3448,7522.59,6545.454545,0,2.8,4.7,47
606,68,NRCS,37,NRCS-37,c,0.55,25mg,15.4,0.4597,0.3448,7522.59,6545.454545,0,2.8,4.7,47
607,69,NRCS,39,NRCS-39,a,2.5,std,190,0.4597,0.3448,1654.97,1440,0,7.6,5.3,37.6
608,69,NRCS,39,NRCS-39,b,2.5,std,190,0.4597,0.3448,1654.97,1440,0,7.6,5.3,37.6
609,69,NRCS,39,NRCS-39,a,1.25,15mg,95,0.4597,0.3448,3309.94,2880,0,7.6,5.3,37.6
610,69,NRCS,39,NRCS-39,b,1.25,15mg,95,0.4597,0.3448,3309.94,2880,0,7.6,5.3,37.6
611,69,NRCS,39,NRCS-39,c,1.25,15mg,95,0.4597,0.3448,3309.94,2880,0,7.6,5.3,37.6
612,69,NRCS,39,NRCS-39,a,2.08,25mg,158.08,0.4597,0.3448,1989.15,1730.769231,0,7.6,5.3,37.6
613,69,NRCS,39,NRCS-39,b,2.08,25mg,158.08,0.4597,0.3448,1989.15,1730.769231,0,7.6,5.3,37.6
614,69,NRCS,39,NRCS-39,c,2.08,25mg,158.08,0.4597,0.3448,1989.15,1730.769231,0,7.6,5.3,37.6
